CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
WHEAT,HUMID,HUMID,Oct-20,RAINY,0.2
WHEAT,HUMID,HUMID,20-30,NORMAL,5.3
WHEAT,HUMID,HUMID,20-30,SUNNY,6.8
WHEAT,HUMID,HUMID,20-30,WINDY,6.3
WHEAT,HUMID,HUMID,20-30,RAINY,0.3
WHEAT,HUMID,HUMID,30-40,NORMAL,6.35
WHEAT,HUMID,HUMID,30-40,SUNNY,7.85
WHEAT,HUMID,HUMID,30-40,WINDY,7.35
WHEAT,HUMID,HUMID,30-40,RAINY,0.5
WHEAT,HUMID,HUMID,40-50,NORMAL,7.32
WHEAT,HUMID,HUMID,40-50,SUNNY,8.82
WHEAT,HUMID,HUMID,40-50,WINDY,8.32
WHEAT,HUMID,HUMID,40-50,RAINY,0.8
WHEAT,WET,DESERT,Oct-20,NORMAL,6.2
WHEAT,WET,DESERT,Oct-20,SUNNY,7.7
WHEAT,WET,DESERT,Oct-20,WINDY,7.2
WHEAT,WET,DESERT,Oct-20,RAINY,0.5
WHEAT,WET,DESERT,20-30,NORMAL,7.2
WHEAT,WET,DESERT,20-30,SUNNY,8.7
WHEAT,WET,DESERT,20-30,WINDY,8.2
WHEAT,WET,DESERT,20-30,RAINY,0.8
WHEAT,WET,DESERT,30-40,NORMAL,8.3
WHEAT,WET,DESERT,30-40,SUNNY,9.8
WHEAT,WET,DESERT,30-40,WINDY,9.3
WHEAT,WET,DESERT,30-40,RAINY,0.3
WHEAT,WET,DESERT,40-50,NORMAL,9.4
WHEAT,WET,DESERT,40-50,SUNNY,10.9
WHEAT,WET,DESERT,40-50,WINDY,10.4
WHEAT,WET,DESERT,40-50,RAINY,1.4
WHEAT,WET,SEMI ARID,Oct-20,NORMAL,5.3
WHEAT,WET,SEMI ARID,Oct-20,SUNNY,6.8
WHEAT,WET,SEMI ARID,Oct-20,WINDY,6.3
WHEAT,WET,SEMI ARID,Oct-20,RAINY,0.3
WHEAT,WET,SEMI ARID,20-30,NORMAL,6.25
WHEAT,WET,SEMI ARID,20-30,SUNNY,7.75
WHEAT,WET,SEMI ARID,20-30,WINDY,7.25
WHEAT,WET,SEMI ARID,20-30,RAINY,0.5
WHEAT,WET,SEMI ARID,30-40,NORMAL,7.35
WHEAT,WET,SEMI ARID,30-40,SUNNY,8.85
WHEAT,WET,SEMI ARID,30-40,WINDY,8.35
WHEAT,WET,SEMI ARID,30-40,RAINY,0.8
WHEAT,WET,SEMI ARID,40-50,NORMAL,8.34
WHEAT,WET,SEMI ARID,40-50,SUNNY,9.84
WHEAT,WET,SEMI ARID,40-50,WINDY,9.34
WHEAT,WET,SEMI ARID,40-50,RAINY,0.34
WHEAT,WET,SEMI HUMID,Oct-20,NORMAL,4
WHEAT,WET,SEMI HUMID,Oct-20,SUNNY,5.5
WHEAT,WET,SEMI HUMID,Oct-20,WINDY,5
WHEAT,WET,SEMI HUMID,Oct-20,RAINY,0.2
WHEAT,WET,SEMI HUMID,20-30,NORMAL,5.06
WHEAT,WET,SEMI HUMID,20-30,SUNNY,6.56
WHEAT,WET,SEMI HUMID,20-30,WINDY,6.06
WHEAT,WET,SEMI HUMID,20-30,RAINY,0.3
WHEAT,WET,SEMI HUMID,30-40,NORMAL,6.04
WHEAT,WET,SEMI HUMID,30-40,SUNNY,7.56
WHEAT,WET,SEMI HUMID,30-40,WINDY,7.06
WHEAT,WET,SEMI HUMID,30-40,RAINY,0.5
WHEAT,WET,SEMI HUMID,40-50,NORMAL,7.05
WHEAT,WET,SEMI HUMID,40-50,SUNNY,8.56
WHEAT,WET,SEMI HUMID,40-50,WINDY,8.05
WHEAT,WET,SEMI HUMID,40-50,RAINY,0.8
WHEAT,WET,HUMID,Oct-20,NORMAL,2.48
WHEAT,WET,HUMID,Oct-20,SUNNY,3.98
WHEAT,WET,HUMID,Oct-20,WINDY,3.48
WHEAT,WET,HUMID,Oct-20,RAINY,0.1
WHEAT,WET,HUMID,20-30,NORMAL,3.48
WHEAT,WET,HUMID,20-30,SUNNY,4.98
WHEAT,WET,HUMID,20-30,WINDY,4.48
WHEAT,WET,HUMID,20-30,RAINY,0.1
WHEAT,WET,HUMID,30-40,NORMAL,4.48
WHEAT,WET,HUMID,30-40,SUNNY,5.98
WHEAT,WET,HUMID,30-40,WINDY,5.48
WHEAT,WET,HUMID,30-40,RAINY,0.2
WHEAT,WET,HUMID,40-50,NORMAL,5.48
WHEAT,WET,HUMID,40-50,SUNNY,6.98
WHEAT,WET,HUMID,40-50,WINDY,6.48
WHEAT,WET,HUMID,40-50,RAINY,0.3
MUSTARD,DRY,DESERT,Oct-20,NORMAL,6.12
MUSTARD,DRY,DESERT,Oct-20,SUNNY,7.62
MUSTARD,DRY,DESERT,Oct-20,WINDY,7.12
MUSTARD,DRY,DESERT,Oct-20,RAINY,0.5
MUSTARD,DRY,DESERT,20-30,NORMAL,7.12
MUSTARD,DRY,DESERT,20-30,SUNNY,8.62
MUSTARD,DRY,DESERT,20-30,WINDY,8.12
MUSTARD,DRY,DESERT,20-30,RAINY,0.8
MUSTARD,DRY,DESERT,30-40,NORMAL,8.12
MUSTARD,DRY,DESERT,30-40,SUNNY,9.62
MUSTARD,DRY,DESERT,30-40,WINDY,9.12
MUSTARD,DRY,DESERT,30-40,RAINY,0.12
MUSTARD,DRY,DESERT,40-50,NORMAL,9.12
MUSTARD,DRY,DESERT,40-50,SUNNY,10.62
MUSTARD,DRY,DESERT,40-50,WINDY,10.12
MUSTARD,DRY,DESERT,40-50,RAINY,1.12
MUSTARD,DRY,SEMI ARID,Oct-20,NORMAL,5.58
MUSTARD,DRY,SEMI ARID,Oct-20,SUNNY,7.08
MUSTARD,DRY,SEMI ARID,Oct-20,WINDY,6.58
MUSTARD,DRY,SEMI ARID,Oct-20,RAINY,0.3
MUSTARD,DRY,SEMI ARID,20-30,NORMAL,6.58
MUSTARD,DRY,SEMI ARID,20-30,SUNNY,8.08
MUSTARD,DRY,SEMI ARID,20-30,WINDY,7.58
MUSTARD,DRY,SEMI ARID,20-30,RAINY,0.5
MUSTARD,DRY,SEMI ARID,30-40,NORMAL,7.58
MUSTARD,DRY,SEMI ARID,30-40,SUNNY,9.08
MUSTARD,DRY,SEMI ARID,30-40,WINDY,8.58
MUSTARD,DRY,SEMI ARID,30-40,RAINY,0.8
MUSTARD,DRY,SEMI ARID,40-50,NORMAL,8.58
MUSTARD,DRY,SEMI ARID,40-50,SUNNY,10.08
MUSTARD,DRY,SEMI ARID,40-50,WINDY,9.58
MUSTARD,DRY,SEMI ARID,40-50,RAINY,0.58
MUSTARD,DRY,SEMI HUMID,Oct-20,NORMAL,4.86
MUSTARD,DRY,SEMI HUMID,Oct-20,SUNNY,6.36
MUSTARD,DRY,SEMI HUMID,Oct-20,WINDY,5.86
MUSTARD,DRY,SEMI HUMID,Oct-20,RAINY,0.2
MUSTARD,DRY,SEMI HUMID,20-30,NORMAL,5.86
MUSTARD,DRY,SEMI HUMID,20-30,SUNNY,7.36
MUSTARD,DRY,SEMI HUMID,20-30,WINDY,6.86
MUSTARD,DRY,SEMI HUMID,20-30,RAINY,0.3
MUSTARD,DRY,SEMI HUMID,30-40,NORMAL,6.86
MUSTARD,DRY,SEMI HUMID,30-40,SUNNY,8.36
MUSTARD,DRY,SEMI HUMID,30-40,WINDY,7.86
MUSTARD,DRY,SEMI HUMID,30-40,RAINY,0.5
MUSTARD,DRY,SEMI HUMID,40-50,NORMAL,7.86
MUSTARD,DRY,SEMI HUMID,40-50,SUNNY,9.36
MUSTARD,DRY,SEMI HUMID,40-50,WINDY,8.86
MUSTARD,DRY,SEMI HUMID,40-50,RAINY,0.8
MUSTARD,DRY,HUMID,Oct-20,NORMAL,3.96
MUSTARD,DRY,HUMID,Oct-20,SUNNY,5.46
MUSTARD,DRY,HUMID,Oct-20,WINDY,4.96
MUSTARD,DRY,HUMID,Oct-20,RAINY,0.1
MUSTARD,DRY,HUMID,20-30,NORMAL,4.96
MUSTARD,DRY,HUMID,20-30,SUNNY,6.46
MUSTARD,DRY,HUMID,20-30,WINDY,5.96
MUSTARD,DRY,HUMID,20-30,RAINY,0.2
MUSTARD,DRY,HUMID,30-40,NORMAL,5.96
MUSTARD,DRY,HUMID,30-40,SUNNY,7.46
MUSTARD,DRY,HUMID,30-40,WINDY,6.96
MUSTARD,DRY,HUMID,30-40,RAINY,0.3
MUSTARD,DRY,HUMID,40-50,NORMAL,6.96
MUSTARD,DRY,HUMID,40-50,SUNNY,8.46
MUSTARD,DRY,HUMID,40-50,WINDY,7.96
MUSTARD,DRY,HUMID,40-50,RAINY,0.5
MUSTARD,HUMID,DESERT,Oct-20,NORMAL,4.68
MUSTARD,HUMID,DESERT,Oct-20,SUNNY,6.18
MUSTARD,HUMID,DESERT,Oct-20,WINDY,5.68
MUSTARD,HUMID,DESERT,Oct-20,RAINY,0.2
MUSTARD,HUMID,DESERT,20-30,NORMAL,5.68
MUSTARD,HUMID,DESERT,20-30,SUNNY,7.18
MUSTARD,HUMID,DESERT,20-30,WINDY,6.68
MUSTARD,HUMID,DESERT,20-30,RAINY,0.3
MUSTARD,HUMID,DESERT,30-40,NORMAL,6.68
MUSTARD,HUMID,DESERT,30-40,SUNNY,8.18
MUSTARD,HUMID,DESERT,30-40,WINDY,7.68
MUSTARD,HUMID,DESERT,30-40,RAINY,0.5
MUSTARD,HUMID,DESERT,40-50,NORMAL,7.68
MUSTARD,HUMID,DESERT,40-50,SUNNY,9.18
MUSTARD,HUMID,DESERT,40-50,WINDY,8.68
MUSTARD,HUMID,DESERT,40-50,RAINY,0.8
MUSTARD,HUMID,SEMI ARID,Oct-20,NORMAL,4.14
MUSTARD,HUMID,SEMI ARID,Oct-20,SUNNY,5.64
MUSTARD,HUMID,SEMI ARID,Oct-20,WINDY,5.14
MUSTARD,HUMID,SEMI ARID,Oct-20,RAINY,0.2
MUSTARD,HUMID,SEMI ARID,20-30,NORMAL,5.14
MUSTARD,HUMID,SEMI ARID,20-30,SUNNY,6.64
MUSTARD,HUMID,SEMI ARID,20-30,WINDY,6.14
MUSTARD,HUMID,SEMI ARID,20-30,RAINY,0.3
MUSTARD,HUMID,SEMI ARID,30-40,NORMAL,6.14
MUSTARD,HUMID,SEMI ARID,30-40,SUNNY,7.64
MUSTARD,HUMID,SEMI ARID,30-40,WINDY,7.14
MUSTARD,HUMID,SEMI ARID,30-40,RAINY,0.5
MUSTARD,HUMID,SEMI ARID,40-50,NORMAL,7.14
MUSTARD,HUMID,SEMI ARID,40-50,SUNNY,8.64
MUSTARD,HUMID,SEMI ARID,40-50,WINDY,8.14
MUSTARD,HUMID,SEMI ARID,40-50,RAINY,0.8
MUSTARD,HUMID,SEMI HUMID,Oct-20,NORMAL,3.42
MUSTARD,HUMID,SEMI HUMID,Oct-20,SUNNY,4.92
MUSTARD,HUMID,SEMI HUMID,Oct-20,WINDY,4.42
MUSTARD,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
MUSTARD,HUMID,SEMI HUMID,20-30,NORMAL,4.42
MUSTARD,HUMID,SEMI HUMID,20-30,SUNNY,5.92
MUSTARD,HUMID,SEMI HUMID,20-30,WINDY,5.42
MUSTARD,HUMID,SEMI HUMID,20-30,RAINY,0.2
MUSTARD,HUMID,SEMI HUMID,30-40,NORMAL,5.42
MUSTARD,HUMID,SEMI HUMID,30-40,SUNNY,6.92
MUSTARD,HUMID,SEMI HUMID,30-40,WINDY,6.42
MUSTARD,HUMID,SEMI HUMID,30-40,RAINY,0.3
MUSTARD,HUMID,SEMI HUMID,40-50,NORMAL,6.42
MUSTARD,HUMID,SEMI HUMID,40-50,SUNNY,7.92
MUSTARD,HUMID,SEMI HUMID,40-50,WINDY,7.42
MUSTARD,HUMID,SEMI HUMID,40-50,RAINY,0.5
MUSTARD,HUMID,HUMID,Oct-20,NORMAL,2.52
MUSTARD,HUMID,HUMID,Oct-20,SUNNY,4.02
MUSTARD,HUMID,HUMID,Oct-20,WINDY,3.52
MUSTARD,HUMID,HUMID,Oct-20,RAINY,0.1
MUSTARD,HUMID,HUMID,20-30,NORMAL,3.52
MUSTARD,HUMID,HUMID,20-30,SUNNY,5.02
MUSTARD,HUMID,HUMID,20-30,WINDY,4.52
MUSTARD,HUMID,HUMID,20-30,RAINY,0.1
MUSTARD,HUMID,HUMID,30-40,NORMAL,4.52
MUSTARD,HUMID,HUMID,30-40,SUNNY,6.02
MUSTARD,HUMID,HUMID,30-40,WINDY,5.52
MUSTARD,HUMID,HUMID,30-40,RAINY,0.2
MUSTARD,HUMID,HUMID,40-50,NORMAL,5.52
MUSTARD,HUMID,HUMID,40-50,SUNNY,7.02
MUSTARD,HUMID,HUMID,40-50,WINDY,6.52
MUSTARD,HUMID,HUMID,40-50,RAINY,0.3
MUSTARD,WET,DESERT,Oct-20,NORMAL,3.6
MUSTARD,WET,DESERT,Oct-20,SUNNY,5.1
MUSTARD,WET,DESERT,Oct-20,WINDY,4.6
MUSTARD,WET,DESERT,Oct-20,RAINY,0.1
MUSTARD,WET,DESERT,20-30,NORMAL,4.6
MUSTARD,WET,DESERT,20-30,SUNNY,6.1
MUSTARD,WET,DESERT,20-30,WINDY,5.6
MUSTARD,WET,DESERT,20-30,RAINY,0.2
MUSTARD,WET,DESERT,30-40,NORMAL,5.6
MUSTARD,WET,DESERT,30-40,SUNNY,7.1
MUSTARD,WET,DESERT,30-40,WINDY,6.6
MUSTARD,WET,DESERT,30-40,RAINY,0.3
MUSTARD,WET,DESERT,40-50,NORMAL,6.6
MUSTARD,WET,DESERT,40-50,SUNNY,8.1
MUSTARD,WET,DESERT,40-50,WINDY,7.6
MUSTARD,WET,DESERT,40-50,RAINY,0.5
MUSTARD,WET,SEMI ARID,Oct-20,NORMAL,3.06
MUSTARD,WET,SEMI ARID,Oct-20,SUNNY,4.56
MUSTARD,WET,SEMI ARID,Oct-20,WINDY,4.06
MUSTARD,WET,SEMI ARID,Oct-20,RAINY,0.1
MUSTARD,WET,SEMI ARID,20-30,NORMAL,4.06
MUSTARD,WET,SEMI ARID,20-30,SUNNY,5.56
MUSTARD,WET,SEMI ARID,20-30,WINDY,5.06
MUSTARD,WET,SEMI ARID,20-30,RAINY,0.2
MUSTARD,WET,SEMI ARID,30-40,NORMAL,5.06
MUSTARD,WET,SEMI ARID,30-40,SUNNY,6.56
MUSTARD,WET,SEMI ARID,30-40,WINDY,606
MUSTARD,WET,SEMI ARID,30-40,RAINY,0.3
MUSTARD,WET,SEMI ARID,40-50,NORMAL,6.06
MUSTARD,WET,SEMI ARID,40-50,SUNNY,7.56
MUSTARD,WET,SEMI ARID,40-50,WINDY,7.06
MUSTARD,WET,SEMI ARID,40-50,RAINY,0.5
MUSTARD,WET,SEMI HUMID,Oct-20,NORMAL,2.34
MUSTARD,WET,SEMI HUMID,Oct-20,SUNNY,3.84
MUSTARD,WET,SEMI HUMID,Oct-20,WINDY,3.34
MUSTARD,WET,SEMI HUMID,Oct-20,RAINY,0.1
MUSTARD,WET,SEMI HUMID,20-30,NORMAL,3.34
MUSTARD,WET,SEMI HUMID,20-30,SUNNY,4.84
MUSTARD,WET,SEMI HUMID,20-30,WINDY,4.34
MUSTARD,WET,SEMI HUMID,20-30,RAINY,0.1
MUSTARD,WET,SEMI HUMID,30-40,NORMAL,4.34
MUSTARD,WET,SEMI HUMID,30-40,SUNNY,5.84
MUSTARD,WET,SEMI HUMID,30-40,WINDY,5.34
MUSTARD,WET,SEMI HUMID,30-40,RAINY,0.2
MUSTARD,WET,SEMI HUMID,40-50,NORMAL,5.34
MUSTARD,WET,SEMI HUMID,40-50,SUNNY,6.84
MUSTARD,WET,SEMI HUMID,40-50,WINDY,6.34
MUSTARD,WET,SEMI HUMID,40-50,RAINY,0.3
MUSTARD,WET,HUMID,Oct-20,NORMAL,1.44
MUSTARD,WET,HUMID,Oct-20,SUNNY,3
MUSTARD,WET,HUMID,Oct-20,WINDY,2.5
MUSTARD,WET,HUMID,Oct-20,RAINY,0.1
MUSTARD,WET,HUMID,20-30,NORMAL,2.44
MUSTARD,WET,HUMID,20-30,SUNNY,4
MUSTARD,WET,HUMID,20-30,WINDY,3.5
MUSTARD,WET,HUMID,20-30,RAINY,0.1
MUSTARD,WET,HUMID,30-40,NORMAL,3.44
MUSTARD,WET,HUMID,30-40,SUNNY,5
MUSTARD,WET,HUMID,30-40,WINDY,4.5
MUSTARD,WET,HUMID,30-40,RAINY,0.1
MUSTARD,WET,HUMID,40-50,NORMAL,4.44
MUSTARD,WET,HUMID,40-50,SUNNY,6
MUSTARD,WET,HUMID,40-50,WINDY,5.5
MUSTARD,WET,HUMID,40-50,RAINY,0.2
COTTON,DRY,DESERT,Oct-20,NORMAL,8.75
COTTON,DRY,DESERT,Oct-20,SUNNY,10.25
COTTON,DRY,DESERT,Oct-20,WINDY,9.65
COTTON,DRY,DESERT,Oct-20,RAINY,0.75
COTTON,DRY,DESERT,20-30,NORMAL,9.85
COTTON,DRY,DESERT,20-30,SUNNY,11.35
COTTON,DRY,DESERT,20-30,WINDY,10.75
COTTON,DRY,DESERT,20-30,RAINY,0.85
COTTON,DRY,DESERT,30-40,NORMAL,10.75
COTTON,DRY,DESERT,30-40,SUNNY,12.25
COTTON,DRY,DESERT,30-40,WINDY,11.65
COTTON,DRY,DESERT,30-40,RAINY,2.75
COTTON,DRY,DESERT,40-50,NORMAL,11.75
COTTON,DRY,DESERT,40-50,SUNNY,13.25
COTTON,DRY,DESERT,40-50,WINDY,12.65
COTTON,DRY,DESERT,40-50,RAINY,3.75
COTTON,DRY,SEMI ARID,Oct-20,NORMAL,7.98
COTTON,DRY,SEMI ARID,Oct-20,SUNNY,9.4
COTTON,DRY,SEMI ARID,Oct-20,WINDY,8.8
COTTON,DRY,SEMI ARID,Oct-20,RAINY,0.25
COTTON,DRY,SEMI ARID,20-30,NORMAL,8.98
COTTON,DRY,SEMI ARID,20-30,SUNNY,10.4
COTTON,DRY,SEMI ARID,20-30,WINDY,9.7
COTTON,DRY,SEMI ARID,20-30,RAINY,0.98
COTTON,DRY,SEMI ARID,30-40,NORMAL,9.98
COTTON,DRY,SEMI ARID,30-40,SUNNY,11.4
COTTON,DRY,SEMI ARID,30-40,WINDY,10.8
COTTON,DRY,SEMI ARID,30-40,RAINY,1.98
COTTON,DRY,SEMI ARID,40-50,NORMAL,10.9
COTTON,DRY,SEMI ARID,40-50,SUNNY,12.4
COTTON,DRY,SEMI ARID,40-50,WINDY,11.8
COTTON,DRY,SEMI ARID,40-50,RAINY,2.7
COTTON,DRY,SEMI HUMID,Oct-20,NORMAL,6.95
COTTON,DRY,SEMI HUMID,Oct-20,SUNNY,8.45
COTTON,DRY,SEMI HUMID,Oct-20,WINDY,7.8
COTTON,DRY,SEMI HUMID,Oct-20,RAINY,0.1
COTTON,DRY,SEMI HUMID,20-30,NORMAL,7.95
COTTON,DRY,SEMI HUMID,20-30,SUNNY,9.45
COTTON,DRY,SEMI HUMID,20-30,WINDY,8.8
COTTON,DRY,SEMI HUMID,20-30,RAINY,0.5
COTTON,DRY,SEMI HUMID,30-40,NORMAL,8.95
COTTON,DRY,SEMI HUMID,30-40,SUNNY,10.45
COTTON,DRY,SEMI HUMID,30-40,WINDY,9.9
COTTON,DRY,SEMI HUMID,30-40,RAINY,0.95
COTTON,DRY,SEMI HUMID,40-50,NORMAL,9.9
COTTON,DRY,SEMI HUMID,40-50,SUNNY,11.4
COTTON,DRY,SEMI HUMID,40-50,WINDY,10.9
COTTON,DRY,SEMI HUMID,40-50,RAINY,1.9
COTTON,DRY,HUMID,Oct-20,NORMAL,5.65
COTTON,DRY,HUMID,Oct-20,SUNNY,7.15
COTTON,DRY,HUMID,Oct-20,WINDY,6.6
COTTON,DRY,HUMID,Oct-20,RAINY,0.1
COTTON,DRY,HUMID,20-30,NORMAL,6.6
COTTON,DRY,HUMID,20-30,SUNNY,8.1
COTTON,DRY,HUMID,20-30,WINDY,7.6
COTTON,DRY,HUMID,20-30,RAINY,0.3
COTTON,DRY,HUMID,30-40,NORMAL,7.68
COTTON,DRY,HUMID,30-40,SUNNY,8.18
COTTON,DRY,HUMID,30-40,WINDY,8.6
COTTON,DRY,HUMID,30-40,RAINY,0.8
COTTON,DRY,HUMID,40-50,NORMAL,8.65
COTTON,DRY,HUMID,40-50,SUNNY,10.15
COTTON,DRY,HUMID,40-50,WINDY,9.65
COTTON,DRY,HUMID,40-50,RAINY,0.65
COTTON,HUMID,DESERT,Oct-20,NORMAL,6.695
COTTON,HUMID,DESERT,Oct-20,SUNNY,8.2
COTTON,HUMID,DESERT,Oct-20,WINDY,7.7
COTTON,HUMID,DESERT,Oct-20,RAINY,0.6
COTTON,HUMID,DESERT,20-30,NORMAL,7.695
COTTON,HUMID,DESERT,20-30,SUNNY,9.2
COTTON,HUMID,DESERT,20-30,WINDY,8.7
COTTON,HUMID,DESERT,20-30,RAINY,0.8
COTTON,HUMID,DESERT,30-40,NORMAL,8.7
COTTON,HUMID,DESERT,30-40,SUNNY,10.2
COTTON,HUMID,DESERT,30-40,WINDY,9.6
COTTON,HUMID,DESERT,30-40,RAINY,0.7
COTTON,HUMID,DESERT,40-50,NORMAL,9.5
COTTON,HUMID,DESERT,40-50,SUNNY,11
COTTON,HUMID,DESERT,40-50,WINDY,10.5
COTTON,HUMID,DESERT,40-50,RAINY,1.5
COTTON,HUMID,SEMI ARID,Oct-20,NORMAL,5.92
COTTON,HUMID,SEMI ARID,Oct-20,SUNNY,7.42
COTTON,HUMID,SEMI ARID,Oct-20,WINDY,6.9
COTTON,HUMID,SEMI ARID,Oct-20,RAINY,0.1
COTTON,HUMID,SEMI ARID,20-30,NORMAL,6.92
COTTON,HUMID,SEMI ARID,20-30,SUNNY,8.42
COTTON,HUMID,SEMI ARID,20-30,WINDY,7.9
COTTON,HUMID,SEMI ARID,20-30,RAINY,0.5
COTTON,HUMID,SEMI ARID,30-40,NORMAL,7.92
COTTON,HUMID,SEMI ARID,30-40,SUNNY,9.42
COTTON,HUMID,SEMI ARID,30-40,WINDY,8.9
COTTON,HUMID,SEMI ARID,30-40,RAINY,0.8
COTTON,HUMID,SEMI ARID,40-50,NORMAL,8.92
COTTON,HUMID,SEMI ARID,40-50,SUNNY,10.42
COTTON,HUMID,SEMI ARID,40-50,WINDY,9.9
COTTON,HUMID,SEMI ARID,40-50,RAINY,0.92
COTTON,HUMID,SEMI HUMID,Oct-20,NORMAL,4.89
COTTON,HUMID,SEMI HUMID,Oct-20,SUNNY,6.39
COTTON,HUMID,SEMI HUMID,Oct-20,WINDY,5.8
COTTON,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
COTTON,HUMID,SEMI HUMID,20-30,NORMAL,5.6
COTTON,HUMID,SEMI HUMID,20-30,SUNNY,7.1
COTTON,HUMID,SEMI HUMID,20-30,WINDY,6.6
COTTON,HUMID,SEMI HUMID,20-30,RAINY,0.2
COTTON,HUMID,SEMI HUMID,30-40,NORMAL,6.5
COTTON,HUMID,SEMI HUMID,30-40,SUNNY,8.1
COTTON,HUMID,SEMI HUMID,30-40,WINDY,7.5
COTTON,HUMID,SEMI HUMID,30-40,RAINY,0.5
COTTON,HUMID,SEMI HUMID,40-50,NORMAL,7.5
COTTON,HUMID,SEMI HUMID,40-50,SUNNY,9
COTTON,HUMID,SEMI HUMID,40-50,WINDY,8.5
COTTON,HUMID,SEMI HUMID,40-50,RAINY,0.8
COTTON,HUMID,HUMID,Oct-20,NORMAL,3.65
COTTON,HUMID,HUMID,Oct-20,SUNNY,5.15
COTTON,HUMID,HUMID,Oct-20,WINDY,4.65
COTTON,HUMID,HUMID,Oct-20,RAINY,0.1
COTTON,HUMID,HUMID,20-30,NORMAL,4.65
COTTON,HUMID,HUMID,20-30,SUNNY,6.15
COTTON,HUMID,HUMID,20-30,WINDY,5.65
COTTON,HUMID,HUMID,20-30,RAINY,0.2
COTTON,HUMID,HUMID,30-40,NORMAL,5
COTTON,HUMID,HUMID,30-40,SUNNY,6.5
COTTON,HUMID,HUMID,30-40,WINDY,6
COTTON,HUMID,HUMID,30-40,RAINY,0.3
COTTON,HUMID,HUMID,40-50,NORMAL,5.15
COTTON,HUMID,HUMID,40-50,SUNNY,6.65
COTTON,HUMID,HUMID,40-50,WINDY,6.2
COTTON,HUMID,HUMID,40-50,RAINY,0.2
COTTON,WET,DESERT,Oct-20,NORMAL,5.15
COTTON,WET,DESERT,Oct-20,SUNNY,6.65
COTTON,WET,DESERT,Oct-20,WINDY,6.15
COTTON,WET,DESERT,Oct-20,RAINY,0.2
COTTON,WET,DESERT,20-30,NORMAL,6.15
COTTON,WET,DESERT,20-30,SUNNY,7.65
COTTON,WET,DESERT,20-30,WINDY,7.15
COTTON,WET,DESERT,20-30,RAINY,0.3
COTTON,WET,DESERT,30-40,NORMAL,7.15
COTTON,WET,DESERT,30-40,SUNNY,8.65
COTTON,WET,DESERT,30-40,WINDY,8.1
COTTON,WET,DESERT,30-40,RAINY,0.8
COTTON,WET,DESERT,40-50,NORMAL,8.15
COTTON,WET,DESERT,40-50,SUNNY,9.65
COTTON,WET,DESERT,40-50,WINDY,9.15
COTTON,WET,DESERT,40-50,RAINY,0.15
COTTON,WET,SEMI ARID,Oct-20,NORMAL,4.37
COTTON,WET,SEMI ARID,Oct-20,SUNNY,5.87
COTTON,WET,SEMI ARID,Oct-20,WINDY,5.3
COTTON,WET,SEMI ARID,Oct-20,RAINY,0.1
COTTON,WET,SEMI ARID,20-30,NORMAL,5.3
COTTON,WET,SEMI ARID,20-30,SUNNY,6.8
COTTON,WET,SEMI ARID,20-30,WINDY,6.3
COTTON,WET,SEMI ARID,20-30,RAINY,0.2
COTTON,WET,SEMI ARID,30-40,NORMAL,6.3
COTTON,WET,SEMI ARID,30-40,SUNNY,7.8
COTTON,WET,SEMI ARID,30-40,WINDY,7.3
COTTON,WET,SEMI ARID,30-40,RAINY,0.3
COTTON,WET,SEMI ARID,40-50,NORMAL,7.2
COTTON,WET,SEMI ARID,40-50,SUNNY,8.7
COTTON,WET,SEMI ARID,40-50,WINDY,8.2
COTTON,WET,SEMI ARID,40-50,RAINY,0.8
COTTON,WET,SEMI HUMID,Oct-20,NORMAL,3.345
COTTON,WET,SEMI HUMID,Oct-20,SUNNY,4.85
COTTON,WET,SEMI HUMID,Oct-20,WINDY,4.4
COTTON,WET,SEMI HUMID,Oct-20,RAINY,0.1
COTTON,WET,SEMI HUMID,20-30,NORMAL,4.4
COTTON,WET,SEMI HUMID,20-30,SUNNY,5.9
COTTON,WET,SEMI HUMID,20-30,WINDY,5.4
COTTON,WET,SEMI HUMID,20-30,RAINY,0.1
COTTON,WET,SEMI HUMID,30-40,NORMAL,5.54
COTTON,WET,SEMI HUMID,30-40,SUNNY,7.04
COTTON,WET,SEMI HUMID,30-40,WINDY,6.5
COTTON,WET,SEMI HUMID,30-40,RAINY,0.2
COTTON,WET,SEMI HUMID,40-50,NORMAL,6.52
COTTON,WET,SEMI HUMID,40-50,SUNNY,8.02
COTTON,WET,SEMI HUMID,40-50,WINDY,7.5
COTTON,WET,SEMI HUMID,40-50,RAINY,0.3
COTTON,WET,HUMID,Oct-20,NORMAL,2.06
COTTON,WET,HUMID,Oct-20,SUNNY,3.56
COTTON,WET,HUMID,Oct-20,WINDY,3
COTTON,WET,HUMID,Oct-20,RAINY,0.1
COTTON,WET,HUMID,20-30,NORMAL,3
COTTON,WET,HUMID,20-30,SUNNY,4.5
COTTON,WET,HUMID,20-30,WINDY,4
COTTON,WET,HUMID,20-30,RAINY,0.1
COTTON,WET,HUMID,30-40,NORMAL,4.1
COTTON,WET,HUMID,30-40,SUNNY,5.6
COTTON,WET,HUMID,30-40,WINDY,5.1
